row,ID,second,ECG,EDA
361,Pilot_003,0.722,33036,5858
362,Pilot_003,0.724,33105,5887
363,Pilot_003,0.726,33257,6001
364,Pilot_003,0.728,33346,5860
365,Pilot_003,0.73,33372,5888
366,Pilot_003,0.732,33458,5854
367,Pilot_003,0.734,33436,5930
368,Pilot_003,0.736,33320,5880
369,Pilot_003,0.738,33337,5859
370,Pilot_003,0.74,33400,5877
371,Pilot_003,0.742,33452,5853
372,Pilot_003,0.744,33601,5849
373,Pilot_003,0.746,33764,6040
374,Pilot_003,0.748,33924,5921
375,Pilot_003,0.75,34042,5890
376,Pilot_003,0.752,34062,5850
377,Pilot_003,0.754,34096,5854
378,Pilot_003,0.756,34124,5915
379,Pilot_003,0.758,34112,5866
380,Pilot_003,0.76,34012,5925
381,Pilot_003,0.762,33884,5885
382,Pilot_003,0.764,33760,5998
383,Pilot_003,0.766,33674,5888
384,Pilot_003,0.768,33708,5856
385,Pilot_003,0.77,33716,5918
386,Pilot_003,0.772,33652,5889
387,Pilot_003,0.774,33564,5858
388,Pilot_003,0.776,33406,5964
389,Pilot_003,0.778,33094,5903
390,Pilot_003,0.78,32916,5889
391,Pilot_003,0.782,32748,5881
392,Pilot_003,0.784,32612,5854
393,Pilot_003,0.786,32580,5971
394,Pilot_003,0.788,32548,5902
395,Pilot_003,0.79,32524,5891
396,Pilot_003,0.792,32496,5852
397,Pilot_003,0.794,32486,6051
398,Pilot_003,0.796,32490,5908
399,Pilot_003,0.798,32580,5889
400,Pilot_003,0.8,32458,5857
401,Pilot_003,0.802,32464,5974
402,Pilot_003,0.804,32504,5889
403,Pilot_003,0.806,32510,5870
404,Pilot_003,0.808,32460,6003
405,Pilot_003,0.81,32478,5914
406,Pilot_003,0.812,32488,5894
407,Pilot_003,0.814,32454,5860
408,Pilot_003,0.816,32448,5944
409,Pilot_003,0.818,32372,5887
410,Pilot_003,0.82,32380,5989
411,Pilot_003,0.822,32440,5917
412,Pilot_003,0.824,32544,5891
413,Pilot_003,0.826,32480,5865
414,Pilot_003,0.828,32460,5981
415,Pilot_003,0.83,32536,5917
416,Pilot_003,0.832,32556,5918
417,Pilot_003,0.834,32492,5901
418,Pilot_003,0.836,32482,5900
419,Pilot_003,0.838,32570,5895
420,Pilot_003,0.84,32552,5894
421,Pilot_003,0.842,32530,5894
422,Pilot_003,0.844,32500,5890
423,Pilot_003,0.846,32460,5881
424,Pilot_003,0.848,32519,5884
425,Pilot_003,0.85,32532,5857
426,Pilot_003,0.852,32518,5863
427,Pilot_003,0.854,32440,5944
428,Pilot_003,0.856,32386,5906
429,Pilot_003,0.858,32388,5888
430,Pilot_003,0.86,32474,5871
431,Pilot_003,0.862,32770,6005
432,Pilot_003,0.864,33296,5905
433,Pilot_003,0.866,33766,5894
434,Pilot_003,0.868,34196,5874
435,Pilot_003,0.87,34560,5857
436,Pilot_003,0.872,34982,5851
437,Pilot_003,0.874,35594,6027
438,Pilot_003,0.876,36320,5939
439,Pilot_003,0.878,36910,5939
440,Pilot_003,0.88,37280,5926
441,Pilot_003,0.882,37646,5899
442,Pilot_003,0.884,37916,5857
443,Pilot_003,0.886,38070,5855
444,Pilot_003,0.888,37822,5927
445,Pilot_003,0.89,37356,5887
446,Pilot_003,0.892,36836,5886
447,Pilot_003,0.894,36294,5862
448,Pilot_003,0.896,35392,6068
449,Pilot_003,0.898,34342,5915
450,Pilot_003,0.9,33396,5889
451,Pilot_003,0.902,32438,5875
452,Pilot_003,0.904,31712,5868
453,Pilot_003,0.906,31160,5862
454,Pilot_003,0.908,30704,5924
455,Pilot_003,0.91,30580,5895
456,Pilot_003,0.912,30656,5888
457,Pilot_003,0.914,30730,5879
458,Pilot_003,0.916,30852,5878
459,Pilot_003,0.918,31082,5865
460,Pilot_003,0.92,31316,5856
461,Pilot_003,0.922,31434,5963
462,Pilot_003,0.924,31628,5947
463,Pilot_003,0.926,31780,5962
464,Pilot_003,0.928,31924,5959
465,Pilot_003,0.93,31992,5934
466,Pilot_003,0.932,32126,5890
467,Pilot_003,0.934,32192,5900
468,Pilot_003,0.936,32236,5862
469,Pilot_003,0.938,32252,5863
470,Pilot_003,0.94,32272,5930
471,Pilot_003,0.942,32282,5886
472,Pilot_003,0.944,32340,5861
473,Pilot_003,0.946,32268,5980
474,Pilot_003,0.948,32192,5891
475,Pilot_003,0.95,32196,5861
476,Pilot_003,0.952,32240,5950
477,Pilot_003,0.954,32308,5893
478,Pilot_003,0.956,32372,5860
479,Pilot_003,0.958,32360,5967
480,Pilot_003,0.96,32412,5948
481,Pilot_003,0.962,32354,5959
482,Pilot_003,0.964,32428,5910
483,Pilot_003,0.966,32432,5966
484,Pilot_003,0.968,32512,5943
485,Pilot_003,0.97,32509,5905
486,Pilot_003,0.972,32481,5904
487,Pilot_003,0.974,32524,5882
488,Pilot_003,0.976,32580,5867
489,Pilot_003,0.978,32617,5952
490,Pilot_003,0.98,32648,5888
491,Pilot_003,0.982,32644,5880
492,Pilot_003,0.984,32598,5864
493,Pilot_003,0.986,32556,5863
494,Pilot_003,0.988,32688,5866
495,Pilot_003,0.99,32672,5902
496,Pilot_003,0.992,32632,5894
497,Pilot_003,0.994,32633,5905
498,Pilot_003,0.996,32644,5940
499,Pilot_003,0.998,32668,6038
500,Pilot_003,1,32674,5868
501,Pilot_003,1.002,32700,5886
502,Pilot_003,1.004,32690,5902
503,Pilot_003,1.006,32740,5911
504,Pilot_003,1.008,32788,5948
505,Pilot_003,1.01,32792,6034
506,Pilot_003,1.012,32864,5862
507,Pilot_003,1.014,32872,5877
508,Pilot_003,1.016,32838,5903
509,Pilot_003,1.018,32750,5889
510,Pilot_003,1.02,32852,5895
511,Pilot_003,1.022,32828,5888
512,Pilot_003,1.024,32820,5893
513,Pilot_003,1.026,32878,5914
514,Pilot_003,1.028,32870,5978
515,Pilot_003,1.03,32948,5868
516,Pilot_003,1.032,32930,5869
517,Pilot_003,1.034,32944,5869
518,Pilot_003,1.036,32992,5980
519,Pilot_003,1.038,33008,5947
520,Pilot_003,1.04,32996,5960
521,Pilot_003,1.042,33022,5930
522,Pilot_003,1.044,33114,5911
523,Pilot_003,1.046,32970,5915
524,Pilot_003,1.048,33022,5936
525,Pilot_003,1.05,33073,5899
526,Pilot_003,1.052,33136,5903
527,Pilot_003,1.054,33112,5865
528,Pilot_003,1.056,33135,5953
529,Pilot_003,1.058,33152,5895
530,Pilot_003,1.06,33157,5867
531,Pilot_003,1.062,33200,5982
532,Pilot_003,1.064,33224,5933
533,Pilot_003,1.066,33234,5912
534,Pilot_003,1.068,33272,5929
535,Pilot_003,1.07,33388,5920
536,Pilot_003,1.072,33392,5904
537,Pilot_003,1.074,33402,5899
538,Pilot_003,1.076,33452,5901
539,Pilot_003,1.078,33456,5896
540,Pilot_003,1.08,33476,5868
541,Pilot_003,1.082,33624,6016
542,Pilot_003,1.084,33648,5934
543,Pilot_003,1.086,33636,5901
544,Pilot_003,1.088,33692,5887
545,Pilot_003,1.09,33680,5900
546,Pilot_003,1.092,33710,5861
547,Pilot_003,1.094,33734,5960
548,Pilot_003,1.096,33800,5901
549,Pilot_003,1.098,33862,5905
550,Pilot_003,1.1,33881,5894
551,Pilot_003,1.102,33952,5888
552,Pilot_003,1.104,33978,5875
553,Pilot_003,1.106,33990,5902
554,Pilot_003,1.108,33988,5892
555,Pilot_003,1.11,33910,5905
556,Pilot_003,1.112,33894,5893
557,Pilot_003,1.114,33968,5872
558,Pilot_003,1.116,33988,5861
559,Pilot_003,1.118,33970,5866
560,Pilot_003,1.12,33944,5862
561,Pilot_003,1.122,33892,5861
562,Pilot_003,1.124,33916,5868
563,Pilot_003,1.126,33940,5888
564,Pilot_003,1.128,33958,5898
565,Pilot_003,1.13,33948,5885
566,Pilot_003,1.132,33944,5912
567,Pilot_003,1.134,33852,5918
568,Pilot_003,1.136,33750,5931
569,Pilot_003,1.138,33748,6011
570,Pilot_003,1.14,33764,5863
571,Pilot_003,1.142,33716,5882
572,Pilot_003,1.144,33681,5903
573,Pilot_003,1.146,33712,5890
574,Pilot_003,1.148,33684,5890
575,Pilot_003,1.15,33556,5891
576,Pilot_003,1.152,33488,5890
577,Pilot_003,1.154,33440,5862
578,Pilot_003,1.156,33376,5874
579,Pilot_003,1.158,33284,5961
580,Pilot_003,1.16,33136,5944
581,Pilot_003,1.162,33200,5914
582,Pilot_003,1.164,33172,5886
583,Pilot_003,1.166,33125,5869
584,Pilot_003,1.168,33044,5868
585,Pilot_003,1.17,32916,5950
586,Pilot_003,1.172,32873,5921
587,Pilot_003,1.174,32844,5898
588,Pilot_003,1.176,32869,5901
589,Pilot_003,1.178,32750,5888
590,Pilot_003,1.18,32644,5874
591,Pilot_003,1.182,32566,5862
592,Pilot_003,1.184,32540,5876
593,Pilot_003,1.186,32518,5929
594,Pilot_003,1.188,32480,5894
595,Pilot_003,1.19,32480,5886
596,Pilot_003,1.192,32430,5862
597,Pilot_003,1.194,32322,5872
598,Pilot_003,1.196,32268,5955
599,Pilot_003,1.198,32256,5892
600,Pilot_003,1.2,32244,5867
601,Pilot_003,1.202,32268,5865
602,Pilot_003,1.204,32236,5949
603,Pilot_003,1.206,32286,5866
604,Pilot_003,1.208,32292,5863
605,Pilot_003,1.21,32256,5874
606,Pilot_003,1.212,32290,5870
607,Pilot_003,1.214,32312,5871
608,Pilot_003,1.216,32352,5870
609,Pilot_003,1.218,32354,5866
610,Pilot_003,1.22,32349,5864
611,Pilot_003,1.222,32378,5872
612,Pilot_003,1.224,32352,5972
613,Pilot_003,1.226,32352,5912
614,Pilot_003,1.228,32340,5901
615,Pilot_003,1.23,32354,5871
616,Pilot_003,1.232,32388,5927
617,Pilot_003,1.234,32446,5892
618,Pilot_003,1.236,32464,5875
619,Pilot_003,1.238,32460,5875
620,Pilot_003,1.24,32472,5928
621,Pilot_003,1.242,32528,5898
622,Pilot_003,1.244,32496,5903
623,Pilot_003,1.246,32544,5886
624,Pilot_003,1.248,32480,5879
625,Pilot_003,1.25,32505,5883
626,Pilot_003,1.252,32525,5892
627,Pilot_003,1.254,32522,5894
628,Pilot_003,1.256,32592,5911
629,Pilot_003,1.258,32544,5928
630,Pilot_003,1.26,32540,5968
631,Pilot_003,1.262,32542,5982
632,Pilot_003,1.264,32522,6031
633,Pilot_003,1.266,32566,6076
634,Pilot_003,1.268,32542,5993
635,Pilot_003,1.27,32544,5970
636,Pilot_003,1.272,32552,5963
637,Pilot_003,1.274,32546,6034
638,Pilot_003,1.276,32521,5964
639,Pilot_003,1.278,32482,5927
640,Pilot_003,1.28,32480,5909
641,Pilot_003,1.282,32442,5893
642,Pilot_003,1.284,32488,5894
643,Pilot_003,1.286,32544,5905
644,Pilot_003,1.288,32532,5897
645,Pilot_003,1.29,32478,5905
646,Pilot_003,1.292,32498,5868
647,Pilot_003,1.294,32548,5939
648,Pilot_003,1.296,32536,5886
649,Pilot_003,1.298,32496,5952
650,Pilot_003,1.3,32444,5908
651,Pilot_003,1.302,32389,5874
652,Pilot_003,1.304,32376,5934
653,Pilot_003,1.306,32388,5907
654,Pilot_003,1.308,32384,5881
655,Pilot_003,1.31,32404,5870
656,Pilot_003,1.312,32420,6044
657,Pilot_003,1.314,32440,5964
658,Pilot_003,1.316,32460,5921
659,Pilot_003,1.318,32454,5902
660,Pilot_003,1.32,32448,5905
661,Pilot_003,1.322,32380,5876
662,Pilot_003,1.324,32366,5868
663,Pilot_003,1.326,32392,5991
664,Pilot_003,1.328,32360,5899
665,Pilot_003,1.33,32392,5871
666,Pilot_003,1.332,32374,5955
667,Pilot_003,1.334,32398,5908
668,Pilot_003,1.336,32395,5882
669,Pilot_003,1.338,32418,6007
670,Pilot_003,1.34,32396,5914
671,Pilot_003,1.342,32374,5874
672,Pilot_003,1.344,32400,5985
673,Pilot_003,1.346,32392,5915
674,Pilot_003,1.348,32420,5886
675,Pilot_003,1.35,32392,5883
676,Pilot_003,1.352,32405,5944
677,Pilot_003,1.354,32420,5910
678,Pilot_003,1.356,32406,5873
679,Pilot_003,1.358,32430,5992
680,Pilot_003,1.36,32436,5908
681,Pilot_003,1.362,32430,5903
682,Pilot_003,1.364,32392,5875
683,Pilot_003,1.366,32428,5897
684,Pilot_003,1.368,32452,5879
685,Pilot_003,1.37,32504,5876
686,Pilot_003,1.372,32478,5867
687,Pilot_003,1.374,32508,5880
688,Pilot_003,1.376,32534,5955
689,Pilot_003,1.378,32532,5928
690,Pilot_003,1.38,32550,5912
691,Pilot_003,1.382,32582,5868
692,Pilot_003,1.384,32524,6022
693,Pilot_003,1.386,32606,5922
694,Pilot_003,1.388,32610,5912
695,Pilot_003,1.39,32604,5873
696,Pilot_003,1.392,32560,5972
697,Pilot_003,1.394,32582,5928
698,Pilot_003,1.396,32616,5908
699,Pilot_003,1.398,32684,5880
700,Pilot_003,1.4,32686,5886
701,Pilot_003,1.402,32704,5874
702,Pilot_003,1.404,32672,5966
703,Pilot_003,1.406,32702,5921
704,Pilot_003,1.408,32656,5941
705,Pilot_003,1.41,32686,5914
706,Pilot_003,1.412,32724,5903
707,Pilot_003,1.414,32820,5906
708,Pilot_003,1.416,32932,5890
709,Pilot_003,1.418,33064,5875
710,Pilot_003,1.42,33174,5954
711,Pilot_003,1.422,33192,5904
712,Pilot_003,1.424,33284,5887
713,Pilot_003,1.426,33302,5884
714,Pilot_003,1.428,33380,5970
715,Pilot_003,1.43,33375,5906
716,Pilot_003,1.432,33268,5885
717,Pilot_003,1.434,33156,6027
718,Pilot_003,1.436,33156,5902
719,Pilot_003,1.438,33280,5876
720,Pilot_003,1.44,33440,5955
721,Pilot_003,1.442,33644,5902
722,Pilot_003,1.444,33884,5900
723,Pilot_003,1.446,33998,5873
724,Pilot_003,1.448,34056,5963
725,Pilot_003,1.45,34086,5957
726,Pilot_003,1.452,34160,5931
727,Pilot_003,1.454,34200,5901
728,Pilot_003,1.456,34070,5892
729,Pilot_003,1.458,33966,5872
730,Pilot_003,1.46,33860,5877
731,Pilot_003,1.462,33796,5985
732,Pilot_003,1.464,33796,5932
733,Pilot_003,1.466,33776,5914
734,Pilot_003,1.468,33774,5876
